no,Q1,P1,Q2,P2,Q3,P3,Q4,P4,Q5,P5,Q6,P6,Q7,P7,Q8,P8,Q9,P9,Q10,P10,Q11,P11,Q12,P12,Total,CustomerId,Classification
3703,2,3,1,1,3,1,1,1,2,3,2,3,3,5,4,7,1,1,3,5,2,1,1,0,31,3704,Balanced
3704,6,1,5,7,3,1,1,1,4,7,3,5,2,3,1,1,2,3,2,3,1,0,2,1,33,3705,Balanced
3705,4,5,4,5,2,2,3,5,1,1,3,5,2,3,3,5,4,7,2,3,1,0,1,0,41,3706,Balanced
3706,3,1,5,7,2,2,3,5,2,3,2,3,3,5,3,5,1,1,1,1,2,1,1,0,34,3707,Balanced
3707,6,1,3,3,3,1,2,3,4,7,2,3,2,3,4,7,2,3,2,3,2,1,2,1,36,3708,Balanced
3708,6,1,4,5,1,5,3,5,2,3,1,1,3,5,4,7,1,1,4,7,2,1,1,0,41,3709,Balanced
3709,2,3,5,7,3,1,3,5,4,7,3,5,3,5,3,5,4,7,4,7,1,0,1,0,52,3710,Assertive
3710,3,1,4,5,2,2,4,7,5,9,3,5,3,5,1,1,5,9,3,5,2,1,2,1,51,3711,Assertive
3711,2,3,1,1,3,1,2,3,5,9,3,5,3,5,3,5,3,5,2,3,1,0,2,1,41,3712,Balanced
3712,5,3,2,2,2,2,4,7,1,1,1,1,3,5,2,3,3,5,4,7,1,0,1,0,36,3713,Balanced
3713,6,1,2,2,3,1,3,5,1,1,2,3,1,1,1,1,4,7,3,5,2,1,1,0,28,3714,Balanced
3714,1,5,4,5,2,2,2,3,3,5,1,1,2,3,1,1,5,9,4,7,1,0,2,1,42,3715,Assertive
3715,2,3,2,2,3,1,4,7,2,3,4,7,4,7,4,7,2,3,3,5,2,1,1,0,46,3716,Assertive
3716,5,3,2,2,1,5,2,3,2,3,4,7,4,7,4,7,2,3,4,7,2,1,2,1,49,3717,Assertive
3717,2,3,2,2,1,5,4,7,5,9,1,1,1,1,4,7,3,5,1,1,2,1,2,1,43,3718,Assertive
3718,4,5,3,3,2,2,2,3,5,9,3,5,3,5,2,3,3,5,3,5,1,0,1,0,45,3719,Assertive
3719,4,5,4,5,2,2,4,7,1,1,1,1,3,5,2,3,4,7,3,5,1,0,2,1,42,3720,Assertive
3720,2,3,2,2,3,1,2,3,4,7,4,7,4,7,1,1,4,7,3,5,2,1,2,1,45,3721,Assertive
3721,2,3,1,1,2,2,3,5,1,1,2,3,3,5,4,7,5,9,4,7,1,0,2,1,44,3722,Assertive
3722,1,5,1,1,3,1,2,3,2,3,2,3,1,1,1,1,1,1,2,3,1,0,2,1,23,3723,Conservative
3723,3,1,2,2,2,2,1,1,5,9,3,5,1,1,3,5,2,3,3,5,2,1,2,1,36,3724,Balanced
3724,4,5,5,7,2,2,4,7,4,7,4,7,3,5,4,7,2,3,1,1,1,0,2,1,52,3725,Assertive
3725,4,5,4,5,1,5,3,5,2,3,4,7,1,1,2,3,5,9,4,7,2,1,2,1,52,3726,Assertive
3726,2,3,1,1,1,5,3,5,5,9,4,7,3,5,2,3,1,1,2,3,1,0,2,1,43,3727,Assertive
3727,3,1,4,5,3,1,4,7,4,7,1,1,4,7,1,1,2,3,2,3,2,1,2,1,38,3728,Balanced
3728,6,1,2,2,3,1,3,5,3,5,4,7,4,7,1,1,2,3,3,5,1,0,1,0,37,3729,Balanced
3729,6,1,1,1,3,1,3,5,1,1,2,3,2,3,4,7,1,1,1,1,1,0,2,1,25,3730,Conservative
3730,3,1,2,2,1,5,2,3,1,1,4,7,2,3,2,3,3,5,1,1,1,0,2,1,32,3731,Balanced
3731,1,5,1,1,1,5,3,5,1,1,1,1,3,5,3,5,3,5,4,7,2,1,1,0,41,3732,Balanced
3732,1,5,2,2,3,1,3,5,2,3,3,5,3,5,4,7,3,5,3,5,1,0,2,1,44,3733,Assertive
3733,4,5,4,5,3,1,3,5,4,7,4,7,4,7,2,3,3,5,2,3,1,0,2,1,49,3734,Assertive
3734,1,5,2,2,2,2,2,3,1,1,4,7,1,1,2,3,1,1,4,7,1,0,2,1,33,3735,Balanced
3735,2,3,4,5,2,2,3,5,3,5,1,1,1,1,1,1,4,7,3,5,1,0,1,0,35,3736,Balanced
3736,4,5,3,3,1,5,1,1,5,9,4,7,4,7,2,3,3,5,4,7,2,1,1,0,53,3737,Assertive
3737,1,5,1,1,3,1,1,1,2,3,1,1,1,1,4,7,2,3,2,3,2,1,1,0,27,3738,Balanced
3738,2,3,2,2,2,2,3,5,4,7,4,7,2,3,1,1,2,3,3,5,2,1,1,0,39,3739,Balanced
3739,6,1,1,1,3,1,2,3,4,7,4,7,3,5,2,3,2,3,3,5,2,1,1,0,37,3740,Balanced
3740,3,1,1,1,1,5,1,1,3,5,3,5,4,7,3,5,1,1,2,3,1,0,1,0,34,3741,Balanced
3741,3,1,3,3,1,5,3,5,1,1,4,7,2,3,4,7,5,9,4,7,1,0,1,0,48,3742,Assertive
3742,4,5,2,2,3,1,3,5,3,5,1,1,4,7,1,1,3,5,1,1,2,1,2,1,35,3743,Balanced
3743,1,5,3,3,1,5,2,3,1,1,3,5,1,1,1,1,2,3,1,1,1,0,2,1,29,3744,Balanced
3744,4,5,5,7,2,2,1,1,4,7,2,3,3,5,4,7,1,1,3,5,1,0,2,1,44,3745,Assertive
3745,4,5,4,5,1,5,3,5,3,5,4,7,3,5,4,7,2,3,3,5,2,1,2,1,54,3746,Aggressive
3746,4,5,5,7,2,2,3,5,2,3,3,5,3,5,4,7,2,3,3,5,1,0,1,0,47,3747,Assertive
3747,5,3,4,5,2,2,1,1,4,7,3,5,4,7,3,5,5,9,2,3,1,0,1,0,47,3748,Assertive
3748,2,3,1,1,1,5,2,3,5,9,2,3,1,1,2,3,4,7,1,1,1,0,2,1,37,3749,Balanced
3749,5,3,1,1,2,2,1,1,2,3,3,5,1,1,4,7,1,1,3,5,1,0,2,1,30,3750,Balanced
3750,4,5,4,5,3,1,4,7,5,9,3,5,3,5,3,5,4,7,3,5,2,1,2,1,56,3751,Aggressive
3751,6,1,2,2,2,2,3,5,5,9,2,3,3,5,1,1,3,5,1,1,2,1,1,0,35,3752,Balanced
3752,1,5,2,2,2,2,1,1,4,7,3,5,1,1,1,1,1,1,2,3,2,1,1,0,29,3753,Balanced
3753,6,1,3,3,2,2,4,7,2,3,3,5,3,5,4,7,3,5,3,5,1,0,1,0,43,3754,Assertive
3754,6,1,5,7,2,2,1,1,4,7,4,7,4,7,2,3,4,7,2,3,2,1,2,1,47,3755,Assertive
3755,5,3,2,2,2,2,1,1,5,9,3,5,3,5,2,3,5,9,2,3,2,1,2,1,44,3756,Assertive
3756,6,1,1,1,1,5,3,5,1,1,3,5,3,5,3,5,3,5,3,5,2,1,2,1,40,3757,Balanced
3757,4,5,5,7,2,2,3,5,4,7,1,1,3,5,4,7,2,3,4,7,2,1,2,1,51,3758,Assertive
3758,3,1,1,1,1,5,1,1,4,7,2,3,3,5,2,3,2,3,1,1,2,1,2,1,32,3759,Balanced
3759,4,5,4,5,2,2,2,3,4,7,3,5,1,1,1,1,1,1,2,3,1,0,2,1,34,3760,Balanced
3760,4,5,5,7,2,2,3,5,4,7,3,5,3,5,1,1,5,9,4,7,2,1,2,1,55,3761,Aggressive
3761,3,1,5,7,1,5,2,3,3,5,4,7,3,5,1,1,2,3,4,7,2,1,1,0,45,3762,Assertive
3762,3,1,2,2,2,2,1,1,2,3,1,1,4,7,3,5,3,5,4,7,1,0,2,1,35,3763,Balanced
3763,1,5,4,5,1,5,3,5,1,1,2,3,4,7,4,7,1,1,4,7,2,1,1,0,47,3764,Assertive
3764,5,3,2,2,1,5,2,3,2,3,4,7,2,3,2,3,2,3,2,3,2,1,2,1,37,3765,Balanced
3765,6,1,5,7,2,2,1,1,1,1,4,7,2,3,2,3,3,5,1,1,1,0,2,1,32,3766,Balanced
3766,4,5,4,5,1,5,1,1,1,1,4,7,4,7,4,7,3,5,2,3,1,0,2,1,47,3767,Assertive
3767,6,1,1,1,2,2,1,1,3,5,4,7,3,5,2,3,1,1,3,5,2,1,2,1,33,3768,Balanced
3768,2,3,4,5,2,2,3,5,5,9,3,5,3,5,4,7,4,7,3,5,2,1,1,0,54,3769,Aggressive
3769,5,3,2,2,3,1,2,3,5,9,1,1,3,5,1,1,2,3,2,3,2,1,2,1,33,3770,Balanced
3770,3,1,2,2,2,2,3,5,3,5,4,7,2,3,1,1,5,9,4,7,2,1,1,0,43,3771,Assertive
3771,3,1,4,5,2,2,3,5,2,3,2,3,4,7,2,3,1,1,1,1,2,1,2,1,33,3772,Balanced
3772,1,5,2,2,1,5,1,1,5,9,1,1,1,1,4,7,3,5,3,5,1,0,2,1,42,3773,Assertive
3773,2,3,2,2,1,5,2,3,2,3,3,5,4,7,4,7,5,9,1,1,1,0,1,0,45,3774,Assertive
3774,1,5,4,5,3,1,2,3,3,5,3,5,2,3,1,1,5,9,4,7,2,1,2,1,46,3775,Assertive
3775,3,1,4,5,2,2,1,1,4,7,2,3,3,5,2,3,1,1,3,5,2,1,2,1,35,3776,Balanced
3776,1,5,2,2,2,2,4,7,2,3,1,1,2,3,3,5,2,3,2,3,1,0,2,1,35,3777,Balanced
3777,2,3,1,1,1,5,1,1,3,5,4,7,3,5,2,3,5,9,4,7,1,0,1,0,46,3778,Assertive
3778,1,5,3,3,3,1,4,7,1,1,4,7,2,3,4,7,4,7,2,3,2,1,2,1,46,3779,Assertive
3779,4,5,4,5,1,5,3,5,2,3,2,3,3,5,1,1,5,9,1,1,1,0,2,1,43,3780,Assertive
3780,3,1,4,5,2,2,4,7,2,3,3,5,4,7,2,3,1,1,3,5,2,1,1,0,40,3781,Balanced
3781,4,5,2,2,1,5,2,3,2,3,3,5,4,7,2,3,2,3,3,5,1,0,1,0,41,3782,Balanced
3782,5,3,1,1,2,2,2,3,4,7,3,5,2,3,4,7,3,5,3,5,1,0,1,0,41,3783,Balanced
3783,3,1,2,2,3,1,4,7,1,1,1,1,4,7,2,3,1,1,1,1,2,1,1,0,26,3784,Conservative
3784,1,5,5,7,3,1,4,7,5,9,2,3,3,5,3,5,5,9,3,5,1,0,1,0,56,3785,Aggressive
3785,5,3,4,5,1,5,2,3,1,1,2,3,2,3,1,1,2,3,1,1,2,1,2,1,30,3786,Balanced
3786,5,3,5,7,2,2,3,5,5,9,1,1,3,5,2,3,3,5,1,1,1,0,1,0,41,3787,Balanced
3787,3,1,3,3,1,5,3,5,2,3,2,3,3,5,1,1,1,1,3,5,2,1,1,0,33,3788,Balanced
3788,4,5,2,2,3,1,4,7,3,5,2,3,3,5,3,5,1,1,2,3,2,1,2,1,39,3789,Balanced
3789,5,3,4,5,3,1,2,3,3,5,1,1,1,1,2,3,4,7,1,1,2,1,2,1,32,3790,Balanced
3790,2,3,2,2,3,1,3,5,1,1,4,7,3,5,2,3,3,5,2,3,2,1,1,0,36,3791,Balanced
3791,6,1,1,1,1,5,4,7,5,9,3,5,2,3,2,3,5,9,1,1,2,1,1,0,45,3792,Assertive
3792,6,1,3,3,3,1,3,5,3,5,2,3,1,1,1,1,4,7,4,7,2,1,2,1,36,3793,Balanced
3793,4,5,4,5,1,5,2,3,5,9,1,1,3,5,2,3,4,7,2,3,2,1,2,1,48,3794,Assertive
3794,4,5,4,5,3,1,2,3,4,7,1,1,1,1,1,1,4,7,3,5,1,0,2,1,37,3795,Balanced
3795,6,1,1,1,1,5,2,3,4,7,3,5,2,3,3,5,2,3,1,1,1,0,2,1,35,3796,Balanced
3796,5,3,2,2,3,1,4,7,1,1,1,1,2,3,3,5,4,7,2,3,1,0,2,1,34,3797,Balanced
3797,2,3,1,1,2,2,3,5,3,5,3,5,3,5,2,3,1,1,2,3,1,0,2,1,34,3798,Balanced
3798,3,1,2,2,2,2,4,7,4,7,1,1,1,1,2,3,3,5,4,7,2,1,2,1,38,3799,Balanced
3799,5,3,3,3,2,2,4,7,5,9,3,5,2,3,3,5,5,9,2,3,1,0,1,0,49,3800,Assertive
3800,1,5,1,1,3,1,2,3,3,5,3,5,2,3,4,7,4,7,2,3,1,0,2,1,41,3801,Balanced
3801,5,3,5,7,1,5,3,5,3,5,4,7,1,1,2,3,2,3,1,1,1,0,2,1,41,3802,Balanced
3802,2,3,2,2,3,1,1,1,4,7,1,1,4,7,1,1,4,7,3,5,1,0,2,1,36,3803,Balanced
3803,2,3,4,5,3,1,3,5,1,1,2,3,3,5,3,5,2,3,1,1,1,0,2,1,33,3804,Balanced
3804,1,5,3,3,2,2,4,7,3,5,2,3,3,5,3,5,3,5,1,1,2,1,2,1,43,3805,Assertive
3805,3,1,1,1,1,5,2,3,5,9,3,5,2,3,4,7,2,3,3,5,2,1,1,0,43,3806,Assertive
3806,1,5,2,2,3,1,3,5,5,9,2,3,1,1,1,1,2,3,1,1,2,1,1,0,32,3807,Balanced
3807,5,3,5,7,1,5,1,1,1,1,4,7,4,7,2,3,3,5,2,3,2,1,2,1,44,3808,Assertive
3808,5,3,1,1,1,5,1,1,1,1,4,7,2,3,2,3,1,1,3,5,1,0,1,0,30,3809,Balanced
3809,6,1,4,5,3,1,2,3,1,1,2,3,1,1,2,3,4,7,3,5,2,1,2,1,32,3810,Balanced
3810,2,3,3,3,2,2,4,7,2,3,4,7,1,1,4,7,5,9,2,3,2,1,2,1,47,3811,Assertive
3811,1,5,1,1,2,2,4,7,5,9,1,1,3,5,3,5,3,5,1,1,1,0,1,0,41,3812,Balanced
3812,2,3,4,5,1,5,2,3,2,3,1,1,4,7,3,5,2,3,4,7,2,1,2,1,44,3813,Assertive
3813,3,1,2,2,3,1,4,7,3,5,2,3,4,7,4,7,3,5,1,1,2,1,2,1,41,3814,Balanced
3814,1,5,5,7,3,1,4,7,5,9,2,3,1,1,4,7,2,3,1,1,2,1,1,0,45,3815,Assertive
3815,5,3,4,5,3,1,4,7,2,3,4,7,4,7,2,3,4,7,2,3,1,0,1,0,46,3816,Assertive
3816,1,5,5,7,2,2,3,5,3,5,3,5,1,1,3,5,2,3,3,5,2,1,2,1,45,3817,Assertive
3817,6,1,4,5,2,2,4,7,5,9,1,1,2,3,3,5,4,7,4,7,1,0,1,0,47,3818,Assertive
3818,6,1,2,2,3,1,1,1,3,5,2,3,3,5,3,5,5,9,3,5,1,0,2,1,38,3819,Balanced
3819,2,3,5,7,3,1,2,3,2,3,3,5,3,5,3,5,1,1,1,1,2,1,2,1,36,3820,Balanced
3820,6,1,1,1,1,5,2,3,2,3,4,7,4,7,2,3,5,9,4,7,1,0,1,0,46,3821,Assertive
3821,5,3,4,5,2,2,2,3,3,5,1,1,3,5,3,5,1,1,2,3,2,1,2,1,35,3822,Balanced
3822,1,5,5,7,3,1,2,3,2,3,2,3,2,3,4,7,4,7,2,3,1,0,2,1,43,3823,Assertive
3823,3,1,5,7,2,2,1,1,5,9,4,7,3,5,4,7,2,3,2,3,2,1,2,1,47,3824,Assertive
3824,2,3,3,3,2,2,2,3,1,1,4,7,4,7,2,3,5,9,4,7,2,1,1,0,46,3825,Assertive
3825,6,1,4,5,1,5,3,5,2,3,3,5,4,7,2,3,1,1,3,5,2,1,2,1,42,3826,Assertive
3826,1,5,1,1,2,2,4,7,2,3,4,7,1,1,1,1,1,1,2,3,2,1,1,0,32,3827,Balanced
3827,6,1,2,2,3,1,1,1,4,7,1,1,1,1,2,3,4,7,2,3,1,0,1,0,27,3828,Balanced
3828,2,3,2,2,1,5,3,5,2,3,4,7,1,1,4,7,3,5,4,7,1,0,2,1,46,3829,Assertive
3829,4,5,5,7,2,2,1,1,3,5,4,7,2,3,1,1,1,1,3,5,1,0,1,0,37,3830,Balanced
3830,5,3,5,7,1,5,3,5,3,5,1,1,1,1,2,3,5,9,1,1,1,0,2,1,41,3831,Balanced
3831,6,1,2,2,3,1,4,7,1,1,1,1,1,1,2,3,4,7,2,3,2,1,1,0,28,3832,Balanced
3832,3,1,2,2,1,5,4,7,5,9,4,7,4,7,1,1,4,7,3,5,2,1,1,0,52,3833,Assertive
3833,5,3,2,2,2,2,4,7,4,7,1,1,1,1,2,3,4,7,4,7,1,0,1,0,40,3834,Balanced
3834,3,1,2,2,1,5,3,5,1,1,4,7,2,3,3,5,3,5,3,5,1,0,2,1,40,3835,Balanced
3835,2,3,4,5,2,2,1,1,4,7,1,1,1,1,1,1,2,3,2,3,1,0,1,0,27,3836,Balanced
3836,2,3,5,7,1,5,3,5,2,3,3,5,2,3,2,3,1,1,1,1,2,1,1,0,37,3837,Balanced
3837,6,1,5,7,1,5,4,7,1,1,4,7,3,5,4,7,5,9,3,5,1,0,2,1,55,3838,Aggressive
3838,4,5,2,2,3,1,4,7,4,7,3,5,2,3,3,5,1,1,2,3,1,0,1,0,39,3839,Balanced
3839,6,1,5,7,3,1,3,5,1,1,3,5,3,5,4,7,5,9,1,1,1,0,2,1,43,3840,Assertive
3840,5,3,4,5,3,1,2,3,5,9,1,1,1,1,2,3,2,3,1,1,2,1,1,0,31,3841,Balanced
3841,3,1,2,2,1,5,1,1,4,7,1,1,3,5,3,5,2,3,2,3,1,0,2,1,34,3842,Balanced
3842,4,5,2,2,3,1,4,7,4,7,2,3,4,7,2,3,1,1,4,7,2,1,1,0,44,3843,Assertive
3843,1,5,3,3,3,1,4,7,4,7,2,3,1,1,1,1,5,9,4,7,2,1,1,0,45,3844,Assertive
3844,6,1,3,3,1,5,2,3,1,1,4,7,1,1,3,5,1,1,1,1,2,1,2,1,30,3845,Balanced
3845,5,3,4,5,2,2,4,7,3,5,2,3,1,1,3,5,3,5,4,7,2,1,1,0,44,3846,Assertive
3846,1,5,2,2,1,5,4,7,2,3,1,1,3,5,3,5,1,1,3,5,2,1,2,1,41,3847,Balanced
3847,6,1,3,3,3,1,4,7,3,5,3,5,2,3,3,5,4,7,3,5,2,1,1,0,43,3848,Assertive
3848,5,3,4,5,3,1,1,1,3,5,4,7,3,5,4,7,2,3,4,7,2,1,2,1,46,3849,Assertive
3849,2,3,2,2,2,2,4,7,3,5,2,3,4,7,4,7,1,1,4,7,1,0,1,0,44,3850,Assertive
3850,3,1,5,7,1,5,4,7,5,9,1,1,3,5,1,1,3,5,2,3,2,1,2,1,46,3851,Assertive
3851,3,1,4,5,1,5,4,7,1,1,4,7,1,1,3,5,1,1,4,7,2,1,1,0,41,3852,Balanced
3852,1,5,3,3,2,2,3,5,2,3,4,7,4,7,2,3,5,9,2,3,2,1,1,0,48,3853,Assertive
3853,5,3,1,1,1,5,4,7,4,7,4,7,4,7,2,3,5,9,1,1,1,0,2,1,51,3854,Assertive
3854,1,5,1,1,3,1,3,5,5,9,3,5,4,7,1,1,1,1,4,7,2,1,2,1,44,3855,Assertive
3855,2,3,3,3,3,1,1,1,3,5,4,7,2,3,1,1,1,1,3,5,1,0,1,0,30,3856,Balanced
3856,1,5,1,1,1,5,1,1,1,1,2,3,1,1,2,3,5,9,1,1,1,0,1,0,30,3857,Balanced
3857,6,1,1,1,2,2,4,7,4,7,1,1,2,3,4,7,1,1,2,3,1,0,1,0,33,3858,Balanced
3858,5,3,4,5,1,5,2,3,4,7,2,3,1,1,3,5,2,3,4,7,1,0,2,1,43,3859,Assertive
3859,2,3,3,3,2,2,4,7,3,5,4,7,1,1,2,3,4,7,4,7,2,1,2,1,47,3860,Assertive
3860,3,1,2,2,1,5,3,5,3,5,4,7,2,3,4,7,4,7,1,1,2,1,2,1,45,3861,Assertive
3861,2,3,3,3,1,5,1,1,5,9,2,3,3,5,1,1,3,5,3,5,1,0,2,1,41,3862,Balanced
3862,3,1,4,5,3,1,4,7,1,1,1,1,2,3,2,3,5,9,2,3,1,0,1,0,34,3863,Balanced
3863,2,3,4,5,2,2,3,5,3,5,4,7,1,1,2,3,3,5,3,5,1,0,2,1,42,3864,Assertive
3864,2,3,5,7,3,1,2,3,3,5,4,7,1,1,1,1,2,3,3,5,1,0,2,1,37,3865,Balanced
3865,3,1,1,1,3,1,1,1,5,9,3,5,2,3,3,5,3,5,3,5,1,0,1,0,36,3866,Balanced
3866,5,3,1,1,1,5,1,1,2,3,2,3,2,3,3,5,3,5,2,3,1,0,1,0,32,3867,Balanced
3867,1,5,5,7,2,2,4,7,1,1,2,3,2,3,1,1,1,1,1,1,1,0,1,0,31,3868,Balanced
3868,4,5,2,2,1,5,1,1,1,1,1,1,2,3,2,3,1,1,3,5,2,1,2,1,29,3869,Balanced
3869,1,5,5,7,3,1,3,5,2,3,1,1,3,5,2,3,2,3,2,3,1,0,2,1,37,3870,Balanced
3870,1,5,2,2,1,5,3,5,5,9,4,7,4,7,2,3,4,7,2,3,1,0,2,1,54,3871,Aggressive
3871,2,3,1,1,2,2,1,1,5,9,4,7,2,3,4,7,1,1,1,1,2,1,1,0,36,3872,Balanced
3872,3,1,3,3,2,2,4,7,3,5,4,7,2,3,2,3,2,3,4,7,2,1,2,1,43,3873,Assertive
3873,2,3,2,2,2,2,4,7,5,9,3,5,1,1,4,7,5,9,3,5,1,0,1,0,50,3874,Assertive
3874,6,1,2,2,2,2,4,7,3,5,4,7,4,7,4,7,5,9,1,1,2,1,1,0,49,3875,Assertive
3875,1,5,1,1,2,2,1,1,2,3,4,7,1,1,2,3,1,1,2,3,2,1,2,1,29,3876,Balanced
3876,4,5,5,7,2,2,3,5,1,1,3,5,3,5,1,1,1,1,4,7,2,1,1,0,40,3877,Balanced
3877,3,1,3,3,3,1,1,1,3,5,2,3,2,3,2,3,1,1,4,7,2,1,1,0,29,3878,Balanced
3878,5,3,1,1,3,1,2,3,3,5,3,5,3,5,4,7,4,7,4,7,1,0,2,1,45,3879,Assertive
3879,3,1,4,5,1,5,2,3,5,9,2,3,4,7,3,5,2,3,4,7,1,0,2,1,49,3880,Assertive
3880,5,3,4,5,2,2,4,7,1,1,2,3,3,5,4,7,3,5,3,5,1,0,2,1,44,3881,Assertive
3881,1,5,3,3,3,1,4,7,3,5,1,1,1,1,3,5,5,9,2,3,1,0,1,0,40,3882,Balanced
3882,2,3,4,5,3,1,2,3,2,3,2,3,1,1,4,7,4,7,4,7,1,0,2,1,41,3883,Balanced
3883,3,1,5,7,3,1,4,7,3,5,1,1,4,7,1,1,4,7,1,1,2,1,1,0,39,3884,Balanced
3884,5,3,1,1,1,5,4,7,1,1,2,3,4,7,4,7,5,9,2,3,1,0,2,1,47,3885,Assertive
3885,4,5,1,1,1,5,4,7,1,1,1,1,2,3,2,3,2,3,4,7,1,0,1,0,36,3886,Balanced
3886,6,1,3,3,1,5,1,1,3,5,3,5,3,5,1,1,1,1,1,1,1,0,2,1,29,3887,Balanced
3887,6,1,2,2,3,1,3,5,3,5,4,7,3,5,2,3,3,5,4,7,2,1,2,1,43,3888,Assertive
3888,3,1,2,2,1,5,2,3,1,1,1,1,1,1,3,5,3,5,1,1,1,0,1,0,25,3889,Conservative
3889,2,3,2,2,2,2,2,3,1,1,2,3,3,5,4,7,3,5,1,1,1,0,2,1,33,3890,Balanced
3890,1,5,2,2,3,1,4,7,4,7,3,5,1,1,4,7,2,3,3,5,2,1,1,0,44,3891,Assertive
3891,3,1,5,7,2,2,4,7,2,3,3,5,1,1,4,7,5,9,4,7,1,0,1,0,49,3892,Assertive
3892,1,5,1,1,2,2,3,5,2,3,2,3,3,5,4,7,1,1,4,7,1,0,2,1,40,3893,Balanced
3893,2,3,2,2,1,5,4,7,2,3,1,1,4,7,3,5,4,7,4,7,1,0,2,1,48,3894,Assertive
3894,5,3,1,1,3,1,3,5,1,1,1,1,4,7,1,1,3,5,4,7,1,0,1,0,32,3895,Balanced
3895,6,1,5,7,1,5,1,1,2,3,2,3,3,5,4,7,1,1,3,5,2,1,2,1,40,3896,Balanced
3896,2,3,3,3,1,5,4,7,5,9,4,7,1,1,1,1,3,5,4,7,2,1,2,1,50,3897,Assertive
3897,2,3,2,2,3,1,4,7,5,9,3,5,3,5,4,7,5,9,3,5,1,0,2,1,54,3898,Aggressive
3898,3,1,4,5,3,1,4,7,3,5,1,1,3,5,3,5,1,1,3,5,1,0,2,1,37,3899,Balanced
3899,2,3,4,5,2,2,1,1,2,3,3,5,2,3,2,3,3,5,2,3,1,0,1,0,33,3900,Balanced
3900,1,5,5,7,3,1,1,1,5,9,2,3,3,5,1,1,3,5,4,7,1,0,1,0,44,3901,Assertive
3901,2,3,5,7,1,5,1,1,2,3,3,5,1,1,2,3,2,3,1,1,1,0,2,1,33,3902,Balanced
3902,1,5,3,3,1,5,3,5,4,7,2,3,1,1,2,3,1,1,1,1,1,0,2,1,35,3903,Balanced
3903,2,3,1,1,2,2,1,1,3,5,4,7,2,3,2,3,2,3,1,1,2,1,1,0,30,3904,Balanced
3904,5,3,3,3,3,1,1,1,5,9,1,1,2,3,3,5,4,7,1,1,1,0,2,1,35,3905,Balanced
3905,3,1,3,3,1,5,2,3,3,5,4,7,1,1,2,3,1,1,2,3,2,1,2,1,34,3906,Balanced
3906,3,1,1,1,1,5,3,5,5,9,1,1,4,7,4,7,2,3,2,3,1,0,1,0,42,3907,Assertive
3907,1,5,4,5,2,2,4,7,5,9,2,3,1,1,2,3,2,3,2,3,1,0,2,1,42,3908,Assertive
3908,4,5,1,1,3,1,4,7,1,1,2,3,3,5,3,5,5,9,2,3,2,1,2,1,42,3909,Assertive
3909,2,3,2,2,3,1,4,7,4,7,4,7,2,3,3,5,2,3,2,3,2,1,2,1,43,3910,Assertive
3910,5,3,4,5,2,2,3,5,3,5,4,7,2,3,3,5,2,3,4,7,2,1,2,1,47,3911,Assertive
3911,6,1,4,5,3,1,4,7,3,5,3,5,2,3,3,5,4,7,3,5,1,0,2,1,45,3912,Assertive
3912,5,3,3,3,1,5,1,1,4,7,3,5,4,7,2,3,5,9,1,1,2,1,2,1,46,3913,Assertive
3913,2,3,3,3,1,5,1,1,2,3,2,3,4,7,2,3,3,5,3,5,2,1,1,0,39,3914,Balanced
3914,4,5,1,1,3,1,3,5,2,3,2,3,4,7,4,7,4,7,3,5,2,1,1,0,45,3915,Assertive
3915,3,1,5,7,3,1,2,3,3,5,2,3,1,1,3,5,4,7,3,5,1,0,2,1,39,3916,Balanced
3916,2,3,1,1,3,1,3,5,2,3,3,5,1,1,1,1,4,7,1,1,1,0,1,0,28,3917,Balanced
3917,3,1,1,1,1,5,2,3,5,9,1,1,3,5,1,1,4,7,2,3,2,1,2,1,38,3918,Balanced
3918,3,1,4,5,2,2,2,3,3,5,4,7,4,7,3,5,4,7,4,7,1,0,2,1,50,3919,Assertive
3919,4,5,5,7,1,5,4,7,1,1,3,5,3,5,2,3,3,5,4,7,1,0,1,0,50,3920,Assertive
3920,1,5,5,7,1,5,3,5,5,9,3,5,3,5,4,7,4,7,3,5,1,0,2,1,61,3921,Aggressive
3921,5,3,1,1,3,1,2,3,1,1,3,5,3,5,4,7,1,1,3,5,1,0,1,0,32,3922,Balanced
3922,4,5,1,1,1,5,3,5,2,3,4,7,3,5,2,3,1,1,3,5,1,0,1,0,40,3923,Balanced
3923,1,5,1,1,1,5,3,5,2,3,4,7,4,7,3,5,1,1,1,1,2,1,1,0,41,3924,Balanced
3924,3,1,2,2,3,1,2,3,3,5,4,7,3,5,1,1,4,7,4,7,2,1,2,1,41,3925,Balanced
3925,4,5,2,2,2,2,1,1,4,7,1,1,3,5,4,7,3,5,4,7,2,1,2,1,44,3926,Assertive
3926,2,3,5,7,1,5,4,7,2,3,2,3,2,3,3,5,2,3,3,5,2,1,2,1,46,3927,Assertive
3927,5,3,1,1,1,5,4,7,5,9,1,1,2,3,2,3,5,9,4,7,1,0,2,1,49,3928,Assertive
3928,4,5,3,3,1,5,1,1,4,7,2,3,1,1,2,3,3,5,2,3,2,1,2,1,38,3929,Balanced
3929,2,3,1,1,1,5,2,3,4,7,4,7,2,3,2,3,4,7,3,5,1,0,2,1,45,3930,Assertive
