,nature,outlier,stocks
4126,Balanced,"[43, 31, 39]","[35, 43, 38, 14, 19, 22, 42, 40, 31, 34, 30, 29, 24, 27, 41, 47, 16, 39, 28]"
4127,Balanced,"[43, 33, 6, 55, 11]","[19, 30, 41, 43, 32, 33, 16, 20, 6, 14, 55, 35, 29, 11, 10, 50, 47, 23, 58, 27, 51, 36, 21]"
4128,Assertive,"[49, 37, 32, 23, 27]","[49, 25, 44, 17, 53, 37, 8, 22, 21, 7, 32, 14, 18, 40, 23, 31, 29, 27, 15, 28, 20, 38, 55]"
4129,Assertive,"[12, 37, 10, 13, 32, 23]","[33, 29, 34, 12, 30, 42, 37, 10, 59, 20, 13, 22, 32, 23, 25, 35, 36, 28, 38]"
4130,Conservative,"[29, 33, 22, 17]","[29, 24, 33, 36, 54, 18, 49, 34, 12, 56, 48, 22, 17, 46]"
4131,Assertive,"[32, 41, 23]","[51, 31, 33, 56, 20, 32, 47, 40, 36, 41, 44, 53, 25, 50, 23]"
4132,Balanced,[31],"[27, 45, 25, 26, 36, 16, 28, 32, 24, 9, 23, 31, 41, 17, 22, 54]"
4133,Conservative,"[37, 11, 20, 15, 42, 22, 38, 50, 25, 26]","[27, 37, 11, 28, 19, 41, 20, 15, 42, 30, 22, 38, 34, 50, 18, 25, 10, 26]"
4134,Balanced,"[37, 31]","[44, 37, 35, 40, 26, 50, 41, 28, 56, 32, 31, 12, 20, 15, 29, 36, 30, 47]"
4135,Balanced,"[13, 43, 37, 33]","[13, 25, 41, 43, 38, 20, 37, 36, 54, 26, 34, 22, 21, 48, 33, 46]"
4136,Balanced,[11],"[11, 34, 28, 35, 45, 27, 22, 41, 54, 57, 50, 51, 30, 44, 20, 21, 16, 40, 14]"
4137,Balanced,[39],"[34, 17, 39, 27, 45, 54, 52, 42, 49, 14, 24, 29, 47, 35, 44, 40, 50, 32, 20, 28]"
4138,Assertive,"[27, 43]","[27, 22, 43, 31, 33, 38, 35, 19, 45, 26, 25, 48]"
4139,Assertive,"[12, 49, 37, 13]","[44, 12, 47, 49, 37, 50, 25, 40, 18, 13, 28, 24]"
4140,Balanced,"[39, 33, 43, 11]","[44, 12, 26, 27, 23, 38, 29, 45, 47, 17, 36, 15, 41, 39, 33, 42, 28, 43, 11, 48, 51, 34]"
4141,Balanced,"[11, 43, 39]","[19, 21, 40, 11, 36, 46, 49, 43, 53, 35, 22, 39, 18, 38, 12, 50, 27, 30, 28]"
4142,Assertive,"[27, 43, 39, 37]","[27, 33, 28, 38, 43, 29, 35, 20, 36, 24, 25, 39, 40, 37, 16]"
4143,Assertive,"[27, 43, 32]","[17, 38, 33, 27, 35, 15, 34, 43, 44, 28, 25, 36, 32, 42]"
4144,Assertive,"[23, 39, 37, 46, 32, 43]","[8, 23, 25, 39, 20, 19, 37, 36, 40, 38, 22, 46, 32, 43, 54, 34]"
4145,Assertive,"[37, 43, 23, 13, 41, 12, 11, 39]","[36, 51, 37, 34, 43, 29, 23, 13, 41, 52, 30, 25, 19, 12, 21, 20, 11, 39, 16]"
4146,Balanced,"[43, 37, 33]","[28, 19, 43, 35, 51, 27, 24, 34, 48, 37, 18, 38, 32, 21, 42, 33, 22]"
4147,Balanced,"[43, 39, 37, 13, 33, 31]","[43, 51, 16, 23, 34, 39, 48, 32, 40, 26, 36, 37, 30, 13, 27, 17, 47, 28, 24, 38, 49, 33, 31, 45, 25, 35, 44]"
4148,Balanced,"[31, 33]","[35, 20, 29, 49, 40, 24, 7, 54, 46, 30, 27, 31, 42, 15, 33, 18, 38, 26, 22, 51, 45]"
4149,Balanced,"[31, 33, 39, 43]","[44, 31, 23, 12, 34, 47, 38, 25, 33, 39, 21, 42, 43, 36]"
4150,Assertive,"[32, 13, 37, 49]","[8, 35, 38, 32, 13, 33, 37, 22, 25, 17, 40, 49]"
4151,Balanced,"[37, 39, 31, 13, 33]","[36, 48, 37, 41, 39, 31, 23, 28, 9, 13, 42, 10, 34, 45, 22, 33, 15, 18, 32, 16, 40, 30]"
4152,Balanced,"[13, 43]","[30, 13, 43, 14, 34, 29, 16, 35, 19, 32, 28, 45, 42, 40, 50, 17, 41]"
4153,Assertive,"[43, 12, 10, 46, 37]","[19, 31, 43, 12, 10, 48, 36, 40, 28, 21, 18, 38, 33, 34, 46, 37, 54, 29, 56, 24]"
4154,Balanced,"[33, 37, 13, 39]","[33, 37, 13, 18, 32, 21, 44, 39, 17, 41, 22, 19, 16, 20, 35, 34]"
4155,Assertive,"[12, 11, 41]","[30, 35, 15, 20, 38, 16, 50, 12, 53, 19, 26, 17, 11, 48, 41, 22]"
4156,Assertive,"[41, 43, 23]","[36, 41, 47, 18, 43, 34, 35, 23, 28, 22, 16, 26, 31, 53, 17, 24]"
4157,Conservative,"[35, 39, 38, 15, 53, 22, 47, 44, 29, 42]","[24, 36, 35, 39, 34, 38, 48, 56, 15, 53, 22, 47, 44, 29, 42, 41]"
4158,Conservative,"[31, 38, 26, 20, 35, 17]","[45, 36, 41, 31, 38, 26, 20, 48, 35, 56, 30, 17, 51]"
4159,Assertive,"[43, 39, 41, 27, 32]","[33, 40, 29, 8, 36, 31, 47, 43, 54, 45, 39, 14, 41, 38, 21, 27, 34, 32]"
4160,Assertive,"[23, 41, 9, 39, 49]","[51, 30, 23, 41, 53, 9, 29, 47, 39, 42, 34, 49, 35]"
4161,Balanced,"[33, 37, 31, 6]","[25, 52, 24, 14, 27, 45, 22, 33, 34, 37, 29, 21, 36, 31, 35, 9, 16, 42, 30, 6, 19, 23]"
4162,Balanced,"[13, 39, 11, 31]","[13, 21, 25, 42, 39, 11, 26, 31, 36, 32, 16, 47, 23, 49, 30, 27, 24, 40]"
4163,Assertive,"[37, 49, 43, 41, 32, 23, 46]","[37, 22, 48, 49, 33, 43, 29, 30, 36, 24, 41, 32, 14, 23, 51, 15, 46, 18, 20, 21]"
4164,Balanced,"[11, 33, 13, 37, 39]","[24, 11, 54, 32, 26, 22, 33, 13, 8, 30, 37, 15, 40, 39, 45, 42, 23, 20, 16, 25, 48]"
4165,Balanced,"[11, 39, 33, 13]","[28, 30, 36, 14, 25, 11, 21, 15, 39, 34, 33, 35, 16, 41, 13]"
4166,Assertive,"[23, 49, 43, 37, 32, 39, 41]","[34, 23, 28, 47, 44, 49, 15, 19, 35, 43, 48, 22, 14, 42, 37, 32, 39, 51, 41]"
4167,Assertive,"[32, 13, 39, 27, 43, 37]","[29, 32, 13, 33, 16, 19, 39, 24, 17, 47, 48, 35, 4, 7, 44, 28, 27, 21, 30, 43, 37, 14]"
4168,Balanced,"[33, 37, 31, 13, 43]","[53, 51, 40, 33, 38, 29, 37, 31, 34, 22, 49, 27, 13, 30, 25, 44, 20, 46, 42, 23, 43, 9, 19, 21]"
4169,Balanced,"[33, 43, 31]","[21, 49, 33, 43, 45, 31, 48, 54, 32, 26, 20, 40, 30, 35, 51]"
4170,Assertive,"[39, 49]","[39, 21, 49, 24, 54, 33, 42, 20, 31, 35, 45]"
4171,Assertive,"[39, 27]","[14, 42, 38, 25, 33, 39, 20, 27, 30, 56]"
4172,Balanced,"[33, 11]","[45, 9, 34, 33, 30, 26, 21, 20, 18, 11, 27, 36, 12, 14, 25, 41, 40, 35]"
4173,Assertive,"[43, 39, 46, 12]","[55, 48, 36, 18, 22, 35, 31, 29, 34, 14, 43, 39, 38, 33, 42, 25, 46, 12, 44]"
4174,Assertive,"[37, 46, 49, 60, 43, 23]","[24, 37, 28, 55, 46, 49, 50, 6, 60, 43, 23, 48, 44, 35]"
4175,Balanced,"[31, 37]","[49, 46, 31, 58, 51, 38, 20, 17, 28, 59, 37, 42]"
4176,Assertive,"[41, 10, 23, 37, 43, 39, 27]","[36, 42, 16, 41, 21, 10, 20, 6, 23, 52, 37, 25, 17, 58, 43, 55, 39, 47, 18, 50, 29, 27]"
4177,Balanced,"[37, 39, 13, 31, 33]","[37, 12, 30, 8, 26, 48, 39, 15, 47, 14, 28, 13, 31, 32, 41, 33, 29]"
4178,Assertive,"[10, 27, 43, 13, 49, 37]","[29, 31, 38, 10, 27, 42, 26, 43, 19, 50, 25, 13, 49, 37]"
4179,Balanced,"[39, 37, 43, 31]","[42, 18, 30, 39, 24, 20, 49, 17, 45, 29, 34, 47, 50, 5, 44, 54, 37, 32, 26, 43, 31]"
4180,Aggressive,"[18, 19, 27, 49]","[18, 31, 19, 22, 44, 27, 38, 25, 37, 43, 49, 35]"
4181,Assertive,"[13, 37, 43, 27, 46]","[36, 31, 13, 37, 38, 52, 26, 15, 34, 20, 33, 29, 53, 43, 27, 46, 42]"
4182,Balanced,"[13, 37, 39, 55]","[13, 36, 37, 28, 39, 48, 51, 50, 32, 26, 40, 42, 55, 22, 41, 21, 59, 38]"
4183,Assertive,"[9, 13, 39, 43]","[29, 38, 47, 9, 13, 25, 22, 14, 39, 43, 35, 44, 16, 28, 20]"
4184,Balanced,"[43, 39, 37, 31]","[18, 32, 42, 58, 43, 35, 27, 12, 26, 48, 29, 51, 34, 19, 14, 17, 30, 39, 46, 25, 21, 36, 15, 37, 31, 53, 50, 16]"
4185,Assertive,"[27, 13]","[27, 6, 31, 38, 19, 20, 28, 26, 18, 58, 13, 17, 44, 24, 35, 14]"
4186,Assertive,"[39, 27, 23, 37]","[39, 47, 27, 50, 17, 23, 30, 36, 22, 37, 25, 28, 31]"
4187,Assertive,"[41, 32]","[53, 17, 30, 19, 29, 24, 41, 31, 15, 25, 42, 34, 22, 32, 14]"
4188,Balanced,"[37, 43, 11, 55, 31]","[30, 15, 20, 37, 29, 38, 50, 51, 43, 12, 23, 34, 11, 55, 31, 46, 28, 35, 32, 24, 18]"
4189,Conservative,"[25, 26, 43, 29, 31, 39]","[30, 25, 24, 26, 43, 29, 31, 39, 23, 46]"
4190,Balanced,"[11, 39, 33, 31, 43]","[30, 11, 54, 53, 39, 24, 22, 33, 10, 32, 31, 49, 28, 19, 40, 36, 45, 48, 43]"
4191,Assertive,"[43, 46, 27]","[30, 52, 45, 20, 43, 46, 14, 31, 22, 27, 18, 35, 33, 19, 51, 16, 40, 25]"
4192,Balanced,"[39, 55, 13, 43, 31]","[19, 39, 35, 53, 55, 23, 36, 13, 43, 38, 40, 21, 31, 25, 50, 12]"
4193,Assertive,"[39, 32, 43, 49]","[24, 39, 52, 47, 32, 17, 43, 50, 29, 48, 44, 49, 28, 42, 33]"
4194,Assertive,"[49, 46, 43, 23]","[47, 31, 40, 18, 51, 49, 45, 15, 28, 48, 52, 46, 30, 33, 42, 59, 22, 36, 43, 29, 23, 50]"
4195,Balanced,"[33, 55, 13, 31, 39]","[23, 38, 25, 33, 40, 34, 55, 13, 41, 30, 45, 36, 35, 28, 31, 39]"
4196,Assertive,"[32, 37, 27]","[32, 37, 36, 16, 38, 7, 30, 40, 27, 31, 28, 42, 20, 51, 24]"
4197,Balanced,"[31, 37, 39]","[31, 22, 34, 28, 46, 37, 23, 26, 20, 35, 30, 39, 48, 18, 16, 19, 7, 24]"
4198,Balanced,"[37, 43]","[52, 37, 29, 19, 21, 50, 24, 38, 43, 17, 34, 32, 25, 27]"
4199,Assertive,"[9, 10, 46, 11, 27]","[33, 21, 29, 15, 42, 45, 9, 10, 56, 57, 30, 46, 38, 26, 25, 36, 52, 35, 11, 47, 27]"
4200,Assertive,"[41, 23, 46, 27]","[26, 15, 41, 28, 29, 44, 57, 52, 23, 34, 35, 46, 53, 22, 27]"
4201,Balanced,"[55, 31, 13, 33, 37]","[44, 41, 20, 38, 34, 55, 31, 18, 32, 13, 36, 30, 46, 17, 33, 37, 24]"
4202,Balanced,"[39, 55, 31]","[39, 47, 29, 35, 34, 55, 21, 25, 54, 24, 31, 52, 18, 23, 45, 27]"
4203,Assertive,"[37, 23, 27, 43, 41, 32]","[37, 20, 23, 27, 45, 43, 34, 17, 16, 36, 51, 58, 41, 22, 48, 32]"
4204,Assertive,"[43, 41, 32, 11]","[40, 43, 44, 26, 41, 28, 50, 48, 35, 25, 32, 22, 29, 11, 18, 14, 24, 45, 7]"
4205,Assertive,"[37, 23, 32, 13]","[25, 16, 22, 34, 31, 18, 15, 35, 17, 56, 21, 37, 36, 29, 30, 23, 32, 13]"
4206,Balanced,"[37, 43, 33]","[14, 32, 15, 23, 37, 43, 17, 33, 19, 26, 28, 8, 34, 35]"
4207,Balanced,"[37, 13]","[34, 12, 32, 38, 37, 22, 8, 35, 25, 13, 30]"
4208,Assertive,"[27, 39, 49, 37]","[29, 30, 27, 39, 33, 19, 42, 17, 31, 49, 22, 14, 35, 37]"
4209,Balanced,"[43, 13, 31, 33, 37]","[27, 24, 43, 28, 25, 13, 31, 50, 33, 26, 41, 21, 49, 37, 18, 40, 34, 47]"
4210,Balanced,"[11, 31]","[26, 24, 11, 34, 27, 17, 28, 16, 20, 31, 42, 48]"
4211,Balanced,"[37, 43, 39]","[37, 54, 58, 34, 41, 42, 20, 43, 57, 28, 46, 39, 32, 56, 45, 36, 50, 51, 35]"
4212,Assertive,"[39, 12, 32]","[22, 39, 59, 29, 12, 26, 34, 53, 36, 33, 16, 35, 32, 25, 40]"
4213,Balanced,[],"[42, 51, 54, 32, 28, 46, 7, 8, 48, 40, 36, 30, 41, 59, 20, 19, 38]"
4214,Assertive,"[23, 32, 41, 46, 13]","[34, 42, 30, 5, 24, 18, 35, 23, 32, 41, 46, 25, 7, 45, 22, 19, 13, 31]"
4215,Assertive,"[32, 49, 11, 39, 27]","[47, 25, 35, 26, 31, 28, 17, 16, 52, 32, 50, 7, 51, 36, 14, 55, 49, 11, 39, 21, 42, 27, 30, 29]"
4216,Assertive,"[49, 41]","[36, 34, 30, 21, 25, 31, 49, 42, 41, 33]"
4217,Assertive,"[39, 23, 49, 32, 9]","[16, 39, 23, 14, 28, 49, 30, 34, 36, 32, 42, 5, 9, 26, 29, 44, 31, 24]"
4218,Assertive,"[37, 13]","[26, 22, 36, 37, 31, 18, 28, 13, 25, 45, 42, 16, 48]"
4219,Assertive,"[10, 11, 23]","[54, 19, 28, 10, 42, 11, 58, 22, 23, 20, 21, 35, 17, 33, 8, 34]"
4220,Assertive,"[23, 13, 41, 27, 32, 46]","[16, 25, 36, 19, 23, 24, 34, 13, 22, 35, 41, 15, 8, 50, 58, 47, 27, 32, 46]"
4221,Balanced,"[37, 33]","[32, 38, 57, 51, 17, 37, 56, 40, 8, 20, 26, 41, 33, 22, 29, 53, 48, 42, 58, 28, 35]"
4222,Balanced,"[31, 37, 33]","[24, 58, 25, 23, 49, 16, 46, 32, 34, 47, 31, 37, 45, 28, 33, 21, 18]"
4223,Assertive,"[27, 41, 12, 37]","[31, 27, 54, 34, 17, 41, 40, 22, 25, 33, 56, 57, 16, 28, 19, 12, 37]"
4224,Assertive,"[37, 23, 46, 39, 27]","[47, 36, 48, 37, 20, 22, 23, 30, 46, 33, 39, 27, 19, 51, 25, 31]"
4225,Balanced,"[37, 55, 31, 33]","[29, 30, 20, 37, 41, 32, 55, 14, 17, 31, 26, 46, 33]"
4226,Balanced,"[39, 43, 37]","[35, 39, 29, 41, 27, 45, 43, 34, 8, 44, 52, 37, 32, 28, 23, 18]"
4227,Assertive,"[32, 10, 46, 12, 11, 9]","[52, 32, 10, 33, 17, 14, 46, 36, 12, 40, 18, 45, 22, 47, 35, 11, 9, 28]"
4228,Assertive,"[49, 41, 43, 46, 23, 32, 39]","[42, 30, 24, 49, 28, 25, 29, 41, 43, 46, 23, 35, 34, 33, 5, 32, 39, 36, 58]"
4229,Assertive,"[32, 27, 23, 49, 39, 46, 37]","[32, 26, 22, 38, 30, 48, 27, 23, 44, 19, 49, 39, 46, 29, 37, 42, 40, 16, 55]"
4230,Balanced,[37],"[48, 30, 23, 36, 28, 42, 21, 45, 38, 35, 20, 40, 41, 15, 37, 25, 50, 24]"
4231,Balanced,"[39, 33, 37]","[41, 21, 39, 49, 28, 8, 26, 30, 27, 38, 36, 42, 58, 33, 35, 24, 37, 10, 56, 34, 25, 18, 40]"
4232,Balanced,"[39, 33, 37, 13]","[21, 29, 53, 24, 8, 39, 47, 19, 32, 44, 12, 26, 20, 28, 33, 37, 42, 30, 16, 13, 45, 40, 35, 34]"
4233,Assertive,"[49, 11, 27, 46, 37]","[7, 35, 49, 57, 11, 31, 15, 22, 26, 27, 46, 20, 33, 50, 37, 30, 25]"
4234,Assertive,"[12, 27, 41]","[29, 33, 12, 40, 28, 26, 16, 27, 45, 41, 15]"
4235,Balanced,"[37, 33, 43, 39]","[41, 32, 17, 30, 26, 23, 37, 35, 38, 48, 15, 24, 28, 33, 43, 39, 40, 57, 19, 34, 20]"
4236,Balanced,"[11, 33, 31]","[11, 22, 17, 40, 49, 33, 54, 42, 12, 47, 34, 31]"
4237,Assertive,"[13, 39, 41, 43, 37]","[13, 52, 24, 38, 16, 26, 36, 18, 15, 39, 29, 41, 43, 33, 37, 30, 42, 45, 57, 34]"
4238,Assertive,"[49, 39, 27]","[42, 14, 26, 25, 24, 29, 18, 49, 39, 27, 48]"
4239,Balanced,"[11, 31, 43, 39]","[19, 25, 48, 23, 22, 11, 26, 31, 43, 30, 27, 44, 32, 40, 39, 15]"
4240,Balanced,"[39, 33, 37, 43, 6]","[39, 38, 29, 33, 37, 24, 44, 14, 47, 34, 35, 40, 30, 43, 42, 41, 46, 25, 6, 32]"
4241,Balanced,"[43, 6, 37]","[42, 43, 15, 46, 44, 28, 32, 24, 25, 26, 6, 53, 10, 45, 37]"
4242,Balanced,"[31, 55, 33]","[24, 34, 36, 31, 42, 50, 55, 35, 40, 22, 33, 28, 20]"
4243,Assertive,"[12, 39, 9, 13, 43]","[38, 31, 35, 12, 57, 39, 42, 40, 26, 9, 59, 13, 36, 44, 43, 33]"
4244,Balanced,"[39, 43, 37, 6]","[32, 39, 35, 12, 50, 21, 47, 16, 34, 27, 52, 29, 38, 43, 37, 6, 44, 25]"
4245,Assertive,"[41, 43, 39, 12, 23, 27, 10, 37]","[41, 43, 39, 12, 45, 26, 24, 23, 16, 6, 22, 31, 35, 27, 29, 10, 30, 37, 17]"
4246,Balanced,"[33, 55, 31]","[24, 42, 36, 25, 23, 20, 22, 52, 9, 50, 40, 15, 33, 55, 48, 57, 19, 31, 29, 32]"
4247,Balanced,"[37, 43]","[38, 37, 22, 34, 10, 59, 27, 28, 53, 7, 43, 41, 42, 30, 32, 29]"
4248,Balanced,"[33, 31, 39]","[24, 35, 15, 32, 21, 12, 42, 54, 36, 23, 44, 33, 27, 31, 39, 18, 40]"
4249,Balanced,"[33, 37]","[24, 30, 32, 25, 33, 37, 45, 38, 36, 15, 21, 22, 20, 47, 26, 50, 41, 52]"
4250,Assertive,"[23, 37, 12]","[36, 23, 31, 21, 34, 38, 18, 30, 20, 40, 37, 48, 16, 42, 12]"
4251,Balanced,"[33, 37]","[33, 34, 37, 46, 28, 23, 32, 53, 47, 49, 30, 36, 48]"
4252,Balanced,"[13, 55, 33]","[27, 53, 30, 29, 38, 47, 26, 44, 49, 25, 22, 35, 13, 17, 36, 21, 55, 33, 15]"
4253,Assertive,"[46, 32, 37, 39]","[35, 28, 30, 33, 34, 20, 42, 46, 32, 52, 37, 39, 36, 22, 38, 44, 14, 29, 7, 19, 47]"
4254,Balanced,"[37, 33, 39, 11, 31, 43]","[28, 45, 37, 38, 33, 44, 27, 21, 39, 19, 29, 17, 15, 11, 34, 26, 31, 25, 43, 35]"
4255,Assertive,"[49, 11, 37]","[34, 16, 31, 22, 24, 17, 48, 26, 49, 38, 11, 50, 20, 44, 37]"
4256,Assertive,"[32, 37, 11, 27]","[32, 29, 8, 44, 37, 58, 31, 28, 26, 45, 33, 11, 36, 27, 52, 19, 48]"
4257,Balanced,"[37, 33, 39]","[38, 34, 46, 10, 35, 16, 19, 14, 37, 15, 33, 50, 20, 23, 45, 24, 22, 39]"
4258,Assertive,"[49, 41, 23]","[35, 33, 49, 41, 38, 25, 23, 18, 16, 19, 22, 34, 50, 20, 36, 26]"
4259,Aggressive,"[27, 16, 23, 28, 32]","[22, 33, 39, 27, 29, 42, 26, 16, 38, 43, 35, 23, 25, 31, 28, 32]"
4260,Assertive,"[39, 41]","[53, 20, 39, 41, 24, 33, 28, 22, 36, 30, 50, 26, 45, 16, 34, 47]"
4261,Balanced,[43],"[34, 9, 54, 10, 22, 24, 18, 32, 27, 21, 42, 35, 52, 28, 14, 8, 43, 40, 26]"
4262,Balanced,"[33, 11, 37]","[32, 23, 17, 48, 29, 33, 26, 51, 22, 28, 11, 37]"
4263,Balanced,"[39, 33]","[50, 39, 36, 40, 30, 24, 33, 47, 29, 34, 22, 54, 27, 20, 48, 41, 16, 14]"
4264,Balanced,"[37, 31]","[47, 15, 27, 28, 37, 49, 44, 36, 25, 54, 31, 8, 40, 16, 35, 29, 20, 18, 38]"
4265,Assertive,"[27, 11, 39, 49]","[33, 27, 24, 14, 34, 17, 21, 40, 28, 29, 42, 47, 38, 11, 44, 39, 18, 35, 48, 49, 20]"
4266,Balanced,"[37, 33]","[14, 37, 22, 38, 44, 33, 42, 45, 28, 25, 35, 40, 17, 49, 51, 20, 46, 18, 47]"
4267,Balanced,"[31, 37, 43, 33]","[30, 45, 26, 15, 34, 31, 17, 38, 37, 35, 19, 46, 16, 43, 33, 42, 48, 24, 36]"
4268,Assertive,"[49, 27, 37, 46]","[36, 49, 33, 34, 27, 24, 29, 18, 30, 37, 26, 14, 46, 40, 19]"
4269,Assertive,"[23, 27, 37, 32]","[23, 54, 27, 59, 37, 24, 20, 32, 33, 17, 36, 47, 31, 45, 30]"
4270,Balanced,"[43, 11, 31, 39, 13, 6]","[30, 43, 11, 26, 28, 27, 9, 31, 45, 39, 38, 24, 13, 6, 41, 44, 40, 34]"
4271,Aggressive,"[30, 54, 27, 36, 46, 18, 16]","[30, 11, 54, 27, 31, 36, 20, 21, 26, 58, 46, 33, 18, 40, 35, 44, 37, 16, 22, 29, 39]"
4272,Balanced,"[31, 37]","[24, 15, 25, 31, 50, 27, 34, 30, 45, 37]"
4273,Balanced,"[33, 43, 37]","[33, 19, 45, 23, 21, 29, 25, 24, 51, 27, 43, 18, 8, 41, 16, 37, 49]"
4274,Assertive,"[32, 37, 13, 46, 12, 11]","[21, 26, 30, 52, 36, 57, 47, 32, 37, 48, 55, 22, 33, 13, 46, 12, 11, 45, 24, 50]"
4275,Balanced,"[11, 39, 31, 43]","[7, 21, 11, 8, 15, 39, 31, 43, 38, 44, 36, 20, 30, 18, 49, 35, 34, 32, 48]"
4276,Balanced,"[37, 31]","[17, 36, 9, 37, 29, 45, 34, 20, 23, 32, 31, 27, 47, 56, 15, 53, 35, 42, 50, 44]"
4277,Assertive,"[23, 49, 39, 9, 37]","[23, 35, 49, 54, 30, 39, 36, 33, 20, 56, 18, 29, 9, 48, 24, 37, 40]"
4278,Assertive,"[49, 37, 41, 43]","[34, 31, 49, 35, 28, 26, 25, 40, 37, 38, 18, 41, 43]"
4279,Assertive,"[39, 32, 49]","[39, 57, 30, 32, 44, 29, 17, 49, 19, 40, 31]"
4280,Balanced,[13],"[13, 41, 27, 19, 18, 46, 28, 57, 26]"
4281,Assertive,"[32, 9, 41, 13, 39]","[32, 21, 17, 42, 9, 16, 41, 13, 39, 34, 24, 56, 55, 18, 31, 52]"
4282,Assertive,"[12, 32, 27, 23, 39, 43]","[12, 29, 45, 56, 17, 32, 36, 27, 7, 30, 38, 20, 44, 24, 23, 15, 39, 43, 28, 5, 53, 21, 34, 51]"
4283,Assertive,"[32, 27, 46, 37, 39]","[47, 32, 21, 30, 34, 33, 27, 52, 20, 24, 29, 53, 8, 25, 31, 46, 54, 37, 39, 28]"
4284,Assertive,"[39, 46, 43, 41]","[45, 44, 26, 39, 31, 46, 51, 43, 36, 41, 33, 35, 50, 25]"
4285,Assertive,"[27, 41]","[27, 45, 28, 20, 44, 41, 40, 25, 34, 35, 26]"
4286,Assertive,"[41, 32, 27]","[53, 33, 30, 44, 6, 15, 41, 7, 32, 14, 31, 54, 52, 27, 51]"
4287,Aggressive,"[34, 12, 23, 46, 27, 32, 28]","[34, 31, 33, 20, 55, 25, 13, 38, 40, 12, 23, 17, 46, 27, 32, 28]"
4288,Balanced,"[55, 31]","[30, 55, 36, 49, 31, 35, 32, 19, 44, 52, 24, 17, 21]"
4289,Balanced,"[33, 43, 39]","[36, 29, 24, 51, 42, 33, 32, 28, 10, 43, 38, 41, 56, 19, 39, 46, 47]"
4290,Balanced,"[13, 33, 39]","[29, 20, 18, 10, 26, 32, 13, 33, 49, 35, 27, 30, 40, 56, 8, 47, 15, 12, 53, 39, 9, 28]"
4291,Balanced,"[37, 43, 33]","[18, 12, 38, 29, 30, 22, 46, 37, 52, 54, 28, 36, 48, 35, 20, 49, 23, 43, 21, 33]"
4292,Assertive,"[10, 13, 27, 46, 49, 43]","[19, 14, 10, 35, 13, 27, 30, 20, 25, 46, 38, 16, 17, 26, 51, 49, 55, 7, 21, 28, 50, 24, 40, 43]"
4293,Assertive,"[27, 39, 41, 49, 32, 43]","[27, 35, 39, 42, 45, 33, 41, 49, 24, 38, 32, 28, 34, 40, 31, 43, 16]"
4294,Balanced,"[11, 39, 33]","[20, 28, 18, 29, 27, 50, 51, 40, 11, 44, 45, 42, 4, 39, 25, 32, 33]"
4295,Balanced,"[31, 37, 33]","[52, 29, 17, 30, 36, 45, 51, 34, 56, 44, 31, 32, 28, 37, 48, 16, 33, 35]"
4296,Assertive,"[37, 27, 23, 39]","[37, 34, 27, 23, 35, 33, 56, 4, 48, 39, 42, 51]"
4297,Assertive,"[46, 23, 49, 41, 32, 37]","[33, 40, 31, 17, 36, 35, 15, 51, 46, 30, 23, 49, 45, 41, 32, 37, 26]"
4298,Balanced,[33],"[33, 40, 26, 45, 28, 42, 46, 23, 25, 10, 21, 20, 38]"
4299,Assertive,"[11, 49, 27]","[30, 11, 44, 14, 36, 40, 38, 19, 49, 18, 16, 22, 27, 21, 59, 20]"
4300,Balanced,"[37, 33, 31]","[54, 27, 46, 45, 22, 29, 30, 12, 37, 34, 33, 20, 35, 24, 31, 49, 18, 48, 41, 17, 38, 25]"
4301,Balanced,"[33, 11, 39, 13]","[46, 35, 34, 33, 20, 19, 47, 40, 30, 11, 32, 39, 41, 29, 44, 13]"
4302,Assertive,[11],"[56, 20, 50, 24, 40, 14, 11, 51, 26, 45, 44]"
4303,Balanced,[31],"[47, 58, 34, 27, 30, 56, 40, 31, 52, 26, 25, 46, 21, 57]"
4304,Balanced,"[39, 33]","[56, 47, 26, 39, 22, 40, 9, 49, 25, 45, 33, 42, 53]"
4305,Assertive,[32],"[45, 28, 26, 29, 53, 16, 21, 30, 33, 35, 32, 36]"
4306,Balanced,"[43, 13]","[30, 51, 35, 45, 23, 40, 15, 29, 20, 32, 24, 22, 16, 43, 34, 50, 13, 12, 49]"
4307,Balanced,"[43, 37]","[41, 42, 14, 26, 35, 30, 43, 16, 25, 45, 44, 48, 32, 34, 15, 38, 24, 40, 37, 27, 19, 52]"
4308,Assertive,"[41, 37, 27, 49, 23, 39, 13]","[36, 41, 33, 48, 37, 19, 29, 27, 16, 47, 49, 35, 22, 45, 21, 17, 40, 42, 23, 26, 39, 13, 28]"
4309,Balanced,"[31, 55, 37, 43, 11]","[31, 55, 32, 16, 44, 36, 15, 37, 27, 35, 42, 20, 43, 41, 11, 18, 40, 29]"
4310,Balanced,"[31, 43]","[18, 31, 23, 22, 29, 27, 30, 53, 43, 21]"
4311,Balanced,"[13, 43, 33, 39]","[50, 24, 27, 13, 53, 9, 22, 10, 45, 38, 43, 46, 30, 33, 39, 28, 21, 29]"
4312,Assertive,"[41, 39, 43, 27, 10, 32, 37, 49]","[38, 41, 39, 31, 29, 43, 51, 27, 36, 40, 10, 42, 32, 34, 37, 53, 49, 50, 33, 14]"
